3.970603971403419564e+03,9.647088623046874423e-01,9.965356445312499867e-01,9.778942871093749822e-01
3.434745797580863837e+03,9.692791748046873934e-01,9.993896484374998890e-01,9.659576416015625000e-01
1.065930955252482136e+03,9.922229003906248845e-01,9.774554443359374512e-01,9.586950683593750133e-01
1.828244581493592705e+03,9.867565917968750266e-01,9.899957275390625089e-01,9.604644775390625000e-01
4.308233350987870836e+03,9.608325195312500400e-01,9.957324218749998845e-01,9.797576904296874112e-01
1.283990452076828660e+03,9.925817871093750577e-01,9.782281494140623312e-01,9.604675292968749556e-01
2.369184821420687967e+03,9.778308105468749289e-01,9.935375976562500488e-01,9.620043945312499734e-01
1.713115912346102505e+03,9.858691406249999734e-01,9.904223632812499956e-01,9.602130126953124512e-01
2.075002945100874058e+03,9.854125976562498890e-01,9.952398681640624023e-01,9.618640136718750178e-01
8.904605320930886592e+02,9.920324707031250577e-01,9.774774169921873757e-01,9.615991210937498979e-01
2.300262169151636954e+03,9.809606933593749689e-01,9.899926757812500533e-01,9.626202392578123712e-01
4.990420709866108155e+03,9.605139160156249689e-01,9.869830322265624734e-01,9.879473876953124289e-01
5.161524334093403468e+02,9.943194580078125178e-01,9.729705810546874778e-01,9.622045898437500133e-01
3.000629611239537553e+03,9.688507080078124778e-01,9.975134277343749023e-01,9.671228027343748979e-01
2.090182264432256034e+03,9.785571289062497957e-01,9.898541259765624156e-01,9.597833251953125089e-01
1.008237975184678170e+01,9.966790771484373979e-01,9.672906494140623979e-01,9.667443847656250755e-01
1.530503479179391888e+03,9.903692626953124467e-01,9.900793457031249467e-01,9.629638671874999334e-01
3.843443791419558693e+03,9.670678710937500311e-01,9.933056640624999822e-01,9.752349853515623890e-01
1.345592635175883515e+03,9.920666503906250266e-01,9.822375488281249734e-01,9.642510986328125533e-01
3.751609861026106046e+03,9.677215576171874778e-01,9.986175537109374112e-01,9.724578857421875000e-01
1.078358717534800235e+03,9.925445556640624112e-01,9.754479980468749867e-01,9.624151611328125577e-01
3.839579296658664134e+03,9.639636230468749956e-01,9.984350585937500355e-01,9.753814697265623668e-01
5.964107508572180905e+02,9.951440429687499201e-01,9.806286621093749378e-01,9.625476074218750622e-01
3.346435018738548479e+03,9.672845458984374867e-01,9.940515136718749423e-01,9.696179199218749600e-01
2.122331365787694722e+03,9.820159912109374112e-01,9.945666503906249734e-01,9.618774414062499778e-01
3.630994758241891304e+03,9.639685058593749911e-01,9.986724853515625000e-01,9.738787841796875400e-01
3.458192735103394625e+03,9.695800781250000222e-01,9.977758789062498579e-01,9.709423828125000044e-01
8.002395274024859191e+02,9.975817871093748401e-01,9.783300781250000577e-01,9.632977294921873934e-01
1.209806196491590754e+03,9.936352539062499600e-01,9.833728027343749956e-01,9.639996337890625044e-01
3.819579021989061403e+02,9.971606445312498623e-01,9.743670654296874289e-01,9.659075927734374067e-01
4.930174915300972316e+03,9.589935302734373668e-01,9.894689941406249467e-01,9.855004882812499201e-01
3.243310029614232803e+02,9.974896240234374378e-01,9.740081787109374778e-01,9.659686279296875178e-01
8.571051626198488975e+02,9.932440185546873579e-01,9.790728759765624512e-01,9.622320556640624467e-01
4.043363867653402394e+03,9.621252441406249467e-01,9.958020019531250711e-01,9.809942626953124245e-01
1.188725535525229134e+03,9.924157714843748757e-01,9.808245849609373845e-01,9.635461425781248757e-01
4.580056816958876880e+03,9.617260742187500044e-01,9.910638427734375089e-01,9.849932861328124512e-01
2.124036175856125283e+03,9.826824951171874156e-01,9.920574951171874378e-01,9.615234375000001332e-01
1.578937675757875922e+03,9.925177001953124911e-01,9.865112304687500000e-01,9.585900878906249423e-01
2.447756460374085691e+03,9.809045410156249645e-01,9.937866210937500444e-01,9.621075439453123934e-01
4.181945150922731955e+03,9.623303222656250933e-01,9.979089355468750977e-01,9.801525878906249822e-01
4.610553461801735466e+03,9.634411621093750266e-01,9.900988769531249289e-01,9.822888183593749822e-01
2.723721126065321641e+03,9.711791992187499556e-01,9.940649414062500133e-01,9.617120361328124201e-01
2.534830299534103688e+03,9.778875732421874467e-01,9.930432128906250266e-01,9.676684570312499289e-01
3.514274887893771393e+03,9.651556396484374245e-01,9.985656738281251110e-01,9.700366210937499956e-01
1.272341210301661704e+03,9.919360351562500622e-01,9.821228027343749112e-01,9.581488037109373579e-01
4.411620199318974301e+03,9.619158935546874289e-01,9.938726806640623135e-01,9.822924804687500622e-01
4.606273733038864520e+03,9.629711914062499822e-01,9.905364990234374334e-01,9.881103515625000444e-01
4.058550495081292411e+02,9.960192871093749289e-01,9.751910400390623179e-01,9.659588623046875266e-01
3.372819491604489599e+02,9.982843017578123535e-01,9.737243652343750000e-01,9.650244140624999467e-01
4.716197262650856601e+02,9.938293457031248668e-01,9.761102294921875089e-01,9.665240478515625400e-01
3.572941116145073465e+03,9.696337890624999734e-01,9.980371093749998979e-01,9.733245849609373224e-01
5.092276008169588408e+02,9.961254882812499156e-01,9.728381347656249734e-01,9.647906494140623401e-01
1.296551071500342005e+03,9.928784179687499822e-01,9.840844726562499867e-01,9.594458007812498579e-01
5.779639544924192478e+02,9.961962890625000178e-01,9.733032226562499112e-01,9.657946777343749956e-01
1.247454614465598979e+03,9.895751953125000444e-01,9.857604980468750444e-01,9.609820556640624734e-01
3.158334245944548911e+03,9.686730957031248757e-01,9.967297363281248934e-01,9.680322265624999867e-01
