Params: {'layers': [12, 12], 'activation': ['leakyrelu', 0.3], 'rate': 0.1, 'dynamic_rate': True, 'batch': 128, 'init': 'random_uniform'}
Loss: 82.3162081543

1309.45834551,1167.89816777
1228.50327656,1216.35761348
1221.03705928,1084.19805508
1230.23670918,1244.91755469
1238.71108301,1247.41139551
1214.58310498,1041.06131074
1223.19987334,1131.43052656
1230.11939912,1248.90722852
1235.6325124,1256.56860234
1241.23961895,1252.09314258
1234.7732084,1255.33827871
1250.1865873,1247.35848066
1236.80958945,1254.4517168
1238.76029521,1253.4962124
1241.02477393,1248.21017461
1236.25949121,1231.74430332
1223.90747725,1075.66264629
1216.18589434,1332.76919961
1248.4472752,1250.85658984
1230.60709238,1248.21461523
1204.72007676,1243.73916797
1187.15642588,1215.23683477
1224.94897627,960.92105625
1068.09751152,924.388087305
972.895472754,532.929612305
870.911356055,522.511261523
820.655588965,999.549353125
779.811190527,541.959027344
738.985696045,874.691405273
701.347126367,504.755562695
623.912136182,370.950325684
602.554990015,373.372003906
585.946460645,744.938463965
574.866993506,682.621986914
558.895791284,615.172551758
509.440540552,648.778852051
495.365356812,601.555128711
470.946585645,441.310463525
441.708724658,590.229790234
428.522534595,660.574752246
390.061019238,480.232378906
380.328945068,244.056020117
362.892866235,387.591086328
354.740463525,373.94692666
345.613170874,401.114989648
321.900900195,397.591550586
317.241652344,339.368929102
313.720806494,262.526310742
307.85688374,330.079304639
303.708746875,312.122020752
280.538596533,319.574428271
283.447480005,282.896231934
275.519327515,273.040357422
279.741095508,164.613232446
269.990231421,310.541718604
250.557306152,234.09382146
249.625939465,146.389938403
244.566359082,241.386710547
241.743736487,244.651227441
242.79021709,261.534323633
222.226771912,203.593305029
220.895590344,190.243417773
219.028789563,209.145990576
218.050152368,198.793410937
216.42707666,218.236636279
193.960564563,185.101485498
194.286453442,214.715465991
193.594413782,211.611824805
193.090110889,212.15959856
191.876296021,204.989625391
170.431007495,144.239150635
172.047634302,156.100051709
171.807988037,179.297640723
171.165666504,135.716445435
169.420923926,203.604416113
149.157086511,145.79026167
149.838623657,191.23321936
145.340746533,116.950290051
148.96158158,134.397954333
148.251570056,155.504847827
126.29887644,113.367526147
127.201029053,154.434193726
127.438607532,154.953104199
126.691853198,129.700355713
126.658646228,139.007568445
110.491343823,93.4571269043
111.757833179,117.695185205
112.770667444,122.024863013
111.141894373,115.393278625
111.995559338,99.5296178467
99.6785751587,115.990890125
100.04259447,102.976573743
99.4874495972,121.64912168
101.581192529,102.940185327
102.019784241,98.3410148438
93.0540904907,110.083127588
94.5541021606,92.1997032471
93.9045785034,89.4083895142
94.2581718384,89.5528014893
94.56762771,88.3668071289
90.5078952026,88.6372273682
90.696563916,83.8697869629
90.521408667,85.662154126
90.0296683472,87.7294867432
90.5821617188,85.1104099854
88.5291120972,85.1918681885
88.4812024902,99.1595945312
88.3755294922,87.9822094849
88.1254539917,85.2740568848
88.5041149902,93.512976123
86.931347345,84.9815062744
86.6334540222,85.7349179443
86.8183604858,84.069197644
87.0452998291,84.1082317383
87.0970591919,84.3314566162
86.0022916016,84.5969441162
85.9263872559,84.6683431885
85.6980129761,84.0762559814
85.5949068726,89.012956958
85.6796898804,83.9218625732
85.2707095825,85.6608745239
85.1424161987,94.6714197998
85.2945453125,83.8095959351
85.1062967041,83.7041889893
84.8864165161,84.9579245483
84.660377478,85.4618330566
84.5417971802,82.945337793
84.6147175659,86.6891825684
84.5990476013,86.5857452637
84.5727414795,84.4565241089
84.3098086304,83.1939283203
84.3002948486,83.0230966797
84.3352728638,83.0371286865
84.2338443481,85.2284279663
84.2120796997,83.4147134888
83.8501200562,84.7702183838
83.9774230713,83.7882833496
83.8661616089,82.8826933716
83.958093042,82.5491162354
83.9180884766,83.0746224976
83.65177677,82.4957804565
83.7087763184,82.3902080444
83.7387638794,82.4317083984
83.7230708374,83.2748001221
83.6710481201,82.6428087646
83.4819735718,82.5569674561
83.4354260986,83.1523187256
83.4908727295,82.858994043
83.4019068115,82.7375056641
83.436538208,82.6916209595
83.3197526123,82.6994006226
83.2835588257,82.6066561279
83.2506345459,82.3934648437
83.2777508911,83.9938827881
83.3106748535,82.7758670288
83.1563934082,83.2584049683
83.1152731445,83.5135479004
83.1804067932,83.727887915
83.1571821167,82.217504248
83.0678584961,82.3149837524
83.1020927124,82.6398564941
83.0210665161,82.2254826416
83.0259863342,82.3999905396
82.9699533325,82.2399806885
82.9517535645,82.3164482178
82.953400061,82.3862323975
82.9046709961,82.1404237671
82.8935261719,82.3705779053
82.8732034058,82.4493166016
82.7923067139,82.5618204102
82.8504165588,82.6423028076
82.8213585693,82.2644862671
82.7815119629,82.7482615723
82.7774443726,82.165256543
82.7879175598,82.3325116577
82.7061821838,82.3975395386
82.6854608032,82.0730067261
82.7413627441,82.4919727661
82.7124932861,82.1293306396
82.6933515259,82.158535083
82.6292554443,82.1366870117
